Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.11.contigs__.RAST.pyr.O2	R1_B_H2O.11.pg.pyr.O2
Salt_Pond_MetaG_R1_A_D1_MG_DASTool_bins.concoct_out.5.contigs__.RAST.pyr.O2	R1_A_D1.5.pg.pyr.O2
Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_concoct_out.21.contigs__.RAST.pyr.O2	R1_A_D2.21.pg.pyr.O2
Salt_Pond_MetaG_R1_A_H2O_MG_DASTool_bins_metabat.14.contigs__.RAST.pyr.O2	R1_A_H2O.14.pg.pyr.O2
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_concoct_out.39.contigs__.RAST.pyr.O2	R2_B_D2.39.pg.pyr.O2
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.119.contigs__.RAST.pyr.O2	R2_A_D1.119.pg.pyr.O2
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_concoct_out.21.contigs__.RAST.pyr.O2	R2_restored_DShore.21.pg.pyr.O2
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.39.contigs__.RAST.pyr.O2	SF2_B_H2O.39.pg.pyr.O2
Salt_Pond_MetaG_R2_C_D2_MG_DASTool_bins_concoct_out.47.contigs__.RAST.pyr.O2	R2_C_D2.47.pg.pyr.O2
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_concoct_out.78.contigs__.RAST.pyr.O2	R2A_A_H2O.78.pg.pyr.O2
Salt_Pond_MetaGSF2_A_H2O_MG_DASTool_bins_metabat.23.contigs__.RAST.pyr.O2	SF2_A_H2O.23b.pg.pyr.O2
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.8.contigs__.RAST.pyr.O2	R2_restored_C_black.8.pg.pyr.O2
Salt_Pond_MetaG_R1_A_H2O_MG_DASTool_bins_metabat.8.contigs__.RAST.pyr.O2	R1_A_H2O.8.pg.pyr.O2
Salt_Pond_MetaG_R2A_C_D1_MG_DASTool_bins_metabat.5.contigs__.RAST.pyr.O2	R2A_C_D1.5.pg.pyr.O2
Salt_Pond_MetaGSF2_C_H2O_MG_DASTool_bins_metabat.29.contigs__.RAST.pyr.O2	SF2_C_H2O.29.pg.pyr.O2
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.17.contigs__.RAST.pyr.O2	R1_B_H2O.17.pg.pyr.O2
Salt_Pond_MetaG_R2A_C_H2O_MG_DASTool_bins_metabat.5.contigs__.RAST.pyr.O2	R2A_C_H2O.5.pg.pyr.O2
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_concoct_out.53.contigs__.RAST.pyr.O2	R1_B_D1.53.pg.pyr.O2
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_metabat.31.contigs__.RAST.pyr.O2	R1_C_D1.31.pg.pyr.O2
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_concoct_out.16.contigs__.RAST.pyr.O2	R1_C_H2O.16.pg.pyr.O2
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.11.contigs__.RAST.pyr.O2	SF2_A_D2.11.pg.pyr.O2
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_concoct_out.65.contigs__.RAST.pyr.O2	R2_C_D1.65.pg.pyr.O2
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_maxbin.062.contigs__.RAST.pyr.O2	R2_C_D1.062.pg.pyr.O2
Salt_Pond_MetaG_R2A_A_D2_MG_DASTool_bins_concoct_out.59.contigs__.RAST.pyr.O2	R2A_A_D2.59.pg.pyr.O2
Salt_Pond_MetaG_R1_C_H2O_MG_DASTool_bins_metabat.29.contigs__.RAST.pyr.O2	R1_C_H2O.29.pg.pyr.O2
Salt_Pond_MetaG_R2A_A_D1_MG_DASTool_bins_concoct_out.50.contigs__.RAST.pyr.O2	R2A_A_D1.50.pg.pyr.O2
Salt_Pond_MetaGSF2_B_H2O_MG_DASTool_bins_metabat.25.contigs__.RAST.pyr.O2	SF2_B_H2O.25.pg.pyr.O2
Salt_Pond_MetaG_R2_restored_DShore_MG_DASTool_bins_metabat.11.contigs__.RAST.pyr.O2	R2_restored_DShore.11.pg.pyr.O2
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_concoct_out.45.contigs__.RAST.pyr.O2	R2A_C_D2.45.pg.pyr.O2
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.19.contigs__.RAST.pyr.O2	R2_A_D2.19.pg.pyr.O2
Salt_Pond_MetaG_R2_C_D1_MG_DASTool_bins_metabat.25.contigs__.RAST.pyr.O2	R2_C_D1.25.pg.pyr.O2
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.9.contigs__.RAST.pyr.O2	R2_A_D2.9.pg.pyr.O2
Salt_Pond_MetaG_R2_B_D2_MG_DASTool_bins_metabat.20.contigs__.RAST.pyr.O2	R2_B_D2.20.pg.pyr.O2
Salt_Pond_MetaG_R1_B_D1_MG_DASTool_bins_metabat.49.contigs__.RAST.pyr.O2	R1_B_D1.49.pg.pyr.O2
Salt_Pond_MetaG_R1_B_H2O_MG_DASTool_bins_metabat.5.contigs__.RAST.pyr.O2	R1_B_H2O.5.pg.pyr.O2
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_concoct_out.67.contigs__.RAST.pyr.O2	R2_A_D2.67.pg.pyr.O2
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_metabat.16.contigs__.RAST.pyr.O2	R2_A_D2.16.pg.pyr.O2
Salt_Pond_MetaG_R2_A_D2_MG_DASTool_bins_metabat.14.contigs__.RAST.pyr.O2	R2_A_D2.14.pg.pyr.O2
Salt_Pond_MetaG_R2A_B_D2_MG_DASTool_bins_concoct_out.37.contigs__.RAST.pyr.O2	R2A_B_D2.37.pg.pyr.O2
Salt_Pond_MetaG_R2_A_D1_MG_DASTool_bins_concoct_out.98.contigs__.RAST.pyr.O2	R2_A_D1.98.pg.pyr.O2
Salt_Pond_MetaGSF2_A_D2_MG_DASTool_bins_concoct_out.40.contigs__.RAST.pyr.O2	SF2_A_D2.40.pg.pyr.O2
Salt_Pond_MetaG_R1_C_D1_MG_DASTool_bins_maxbin.047.contigs__.RAST.pyr.O2	R1_C_D1.047.pg.pyr.O2
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_concoct_out.11.contigs__.RAST.pyr.O2	R2_A_H2O.11.pg.pyr.O2
Salt_Pond_MetaG_R2_restored_C_black_MG_DASTool_bins_metabat.22.contigs__.RAST.pyr.O2	R2_restored_C_black.22.pg.pyr.O2
Salt_Pond_MetaG_R2_A_H2O_MG_DASTool_bins_concoct_out.29.contigs__.RAST.pyr.O2	R2_A_H2O.29.pg.pyr.O2
Salt_Pond_MetaG_R1_A_D2_MG_DASTool_bins_metabat.45.contigs__.RAST.pyr.O2	R1_A_D2.45.pg.pyr.O2
Salt_Pond_MetaG_R2_restored_H2O_MG_DASTool_bins_maxbin.005.contigs__.RAST.pyr.O2	R2_restored_H2O.005.pg.pyr.O2
Salt_Pond_MetaG_R2A_A_H2O_MG_DASTool_bins_metabat.22.contigs__.RAST.pyr.O2	R2A_A_H2O.22.pg.pyr.O2
Salt_Pond_MetaG_R2A_C_D2_MG_DASTool_bins_maxbin.022.contigs__.RAST.pyr.O2	R2A_C_D2.022.pg.pyr.O2
