#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
190263/562/1.f:KJGNCK_18350 -            766 GH139.hmm            -            777         0 1247.7   6.1   1   1         0         0 1247.5   6.1     3   776     1   764     1   765 0.99 [190263/562/1]
190263/552/1.f:EMALNL_17365 -            766 GH139.hmm            -            777         0 1245.7   6.6   1   1         0         0 1245.5   6.6     3   776     1   764     1   765 0.99 [190263/552/1]
190263/401/1.f:DMFJNH_18275 -            803 GH139.hmm            -            777         0 1244.8   9.0   1   1         0         0 1244.6   9.0     4   775     2   802     1   803 0.98 [190263/401/1]
190263/504/1.f:DOAHDM_18985 -            803 GH139.hmm            -            777         0 1244.8   9.0   1   1         0         0 1244.6   9.0     4   775     2   802     1   803 0.98 [190263/504/1]
190263/573/1.f:LIDFCI_07235 -            783 GH139.hmm            -            777         0 1239.1   6.5   1   1         0         0 1238.8   6.5     3   776     1   781     1   782 0.99 [190263/573/1]
190263/475/1.f:MCKEEP_18470 -            783 GH139.hmm            -            777         0 1238.1   6.5   1   1         0         0 1237.8   6.5     3   776     1   781     1   782 0.99 [190263/475/1]
190263/585/1.f:DLBDDB_14175 -            783 GH139.hmm            -            777         0 1215.9   6.9   1   1         0         0 1215.7   6.9     6   773     6   782     1   783 0.97 [190263/585/1]
190263/388/1.f:FDDJJK_13905 -            743 GH139.hmm            -            777         0 1192.3   2.9   1   1         0         0 1192.1   2.9     5   774     3   740     1   743 0.98 [190263/388/1]
190263/391/1.f:NONBJF_14885 -            743 GH139.hmm            -            777         0 1192.1   1.9   1   1         0         0 1191.9   1.9     5   774     3   740     1   743 0.98 [190263/391/1]
190263/545/1.f:NCJBIN_15405 -            743 GH139.hmm            -            777         0 1190.5   1.9   1   1         0         0 1190.3   1.9     5   774     3   740     1   743 0.98 [190263/545/1]
190263/534/1.f:OHCFJE_14445 -            743 GH139.hmm            -            777         0 1187.8   1.7   1   1         0         0 1187.6   1.7     5   774     3   740     1   743 0.98 [190263/534/1]
190263/405/1.f:EHKDKA_05545 -            775 GH139.hmm            -            777         0 1173.7   0.0   1   1         0         0 1173.6   0.0     7   774     7   763     1   766 0.98 [190263/405/1]
190263/405/1.f:EHKDKA_15805 -            738 GH139.hmm            -            777         0 1150.1   0.6   1   1         0         0 1149.8   0.6    46   776     1   736     1   737 0.99 [190263/405/1]
190263/456/1.f:LKAJBD_05145 -            752 GH139.hmm            -            777         0 1042.2   2.5   1   1         0         0 1042.0   2.5    10   747     8   750     1   752 0.96 [190263/456/1]
190263/564/1.f:KIHMBJ_05350 -            765 GH139.hmm            -            777  2.1e-238  797.7   0.0   1   1  1.1e-241  2.6e-238  797.4   0.0     9   757     9   739     1   743 0.96 [190263/564/1]
190263/580/1.f:JCPJNN_30645 -            767 GH139.hmm            -            777  2.3e-150  506.6   0.0   1   1  1.2e-153  2.8e-150  506.3   0.0    25   772     6   765     1   767 0.92 [190263/580/1]
190263/534/1.f:OHCFJE_19330 -            838 GH139.hmm            -            777   4.2e-31  112.2   7.4   1   1   9.3e-25   2.2e-21   80.0   6.1   252   753   243   733   204   748 0.78 [190263/534/1]
190263/391/1.f:NONBJF_20245 -            838 GH139.hmm            -            777   4.8e-31  112.0   7.1   1   1   1.1e-24   2.7e-21   79.7   5.9   252   753   243   733   204   748 0.78 [190263/391/1]
190263/545/1.f:NCJBIN_20280 -            838 GH139.hmm            -            777   7.2e-31  111.4   8.1   1   1   1.6e-24   3.8e-21   79.3   6.8   261   753   252   733   207   748 0.79 [190263/545/1]
190263/562/1.f:KJGNCK_07280 -            838 GH139.hmm            -            777   2.3e-29  106.4  12.4   1   1   2.5e-23   6.1e-20   75.3  10.2   258   759   248   741   237   750 0.76 [190263/562/1]
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /kb/module/work/tmp/output.1725388484971/GH139/GH139.hmm
# Target file:     /kb/module/work/tmp/output.1725388484971/hCom2_RAST.fasta
# Option settings: /kb/module/hmmer/bin/hmmsearch --domtblout /kb/module/work/tmp/output.1725388484971/GH139/GH139-hCom2_RAST.hitout.txt --noali --notextw --domE 1e-15 /kb/module/work/tmp/output.1725388484971/GH139/GH139.hmm /kb/module/work/tmp/output.1725388484971/hCom2_RAST.fasta 
# Current dir:     /kb/module/work/tmp/output.1725388484971
# Date:            Tue Sep  3 18:56:21 2024
# [ok]
