#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
190263/474/1.f:AMDJJA_08195 -            750 GH112.hmm            -            715         0 1181.9   0.0   1   1         0         0 1181.7   0.0     1   714     4   748     4   749 0.99 [190263/474/1]
190263/423/1.f:PDNKFB_11140 -            721 GH112.hmm            -            715         0 1164.1  13.0   1   1         0         0 1163.9  13.0     1   714     7   719     7   720 1.00 [190263/423/1]
190263/495/1.f:ANKNCD_12160 -            722 GH112.hmm            -            715         0 1159.3  11.0   1   1         0         0 1159.1  11.0     1   714     8   720     8   721 1.00 [190263/495/1]
190263/375/1.f:CNGHJF_12260 -            722 GH112.hmm            -            715         0 1152.0  10.2   1   1         0         0 1151.9  10.2     1   714     7   719     7   720 0.99 [190263/375/1]
190263/507/1.f:KPMKPI_12270 -            721 GH112.hmm            -            715         0 1148.3  18.1   1   1         0         0 1148.1  18.1     1   715     8   720     8   720 0.99 [190263/507/1]
190263/409/1.f:AJJCMD_13410 -            720 GH112.hmm            -            715         0 1144.4   8.3   1   1         0         0 1144.3   8.3     1   715     6   719     6   719 0.99 [190263/409/1]
190263/514/1.f:MMHOAN_11350 -            720 GH112.hmm            -            715         0 1141.8  16.2   1   1         0         0 1141.6  16.2     1   715     7   719     7   719 0.99 [190263/514/1]
190263/447/1.f:OLODHC_01205 -            721 GH112.hmm            -            715         0 1141.6  12.4   1   1         0         0 1141.4  12.4     1   715     7   719     7   719 0.99 [190263/447/1]
190263/363/1.f:CIHHOC_07075 -            720 GH112.hmm            -            715         0 1141.5  15.2   1   1         0         0 1141.3  15.2     1   715     7   719     7   719 0.99 [190263/363/1]
190263/537/1.f:AHPNMI_00915 -            721 GH112.hmm            -            715         0 1140.9   6.5   1   1         0         0 1140.7   6.5     1   714     6   718     6   719 1.00 [190263/537/1]
190263/520/1.f:GGDGDE_09045 -            720 GH112.hmm            -            715         0 1140.4   6.1   1   1         0         0 1140.2   6.1     1   714     6   716     6   717 1.00 [190263/520/1]
190263/549/1.f:CNBDFB_01180 -            718 GH112.hmm            -            715         0 1138.7   2.6   1   1         0         0 1138.5   2.6     1   714     6   718     6   718 1.00 [190263/549/1]
190263/478/1.f:BOCJFA_12450 -            720 GH112.hmm            -            715         0 1138.0  15.0   1   1         0         0 1137.9  15.0     1   714     6   718     6   719 1.00 [190263/478/1]
190263/576/1.f:FNMBCG_03980 -            719 GH112.hmm            -            715         0 1137.8   6.5   1   1         0         0 1137.6   6.5     1   715     8   718     8   718 0.99 [190263/576/1]
190263/557/1.f:DOLMEB_10725 -            718 GH112.hmm            -            715         0 1137.4  12.8   1   1         0         0 1137.3  12.8     1   715     6   716     6   716 0.99 [190263/557/1]
190263/390/1.f:OLPOLE_17240 -            722 GH112.hmm            -            715         0 1137.0   4.1   1   1         0         0 1136.8   4.1     1   715     8   721     8   721 1.00 [190263/390/1]
190263/512/1.f:JBCLGH_11360 -            718 GH112.hmm            -            715         0 1133.5  11.5   1   1         0         0 1133.4  11.5     1   715     6   716     6   716 0.99 [190263/512/1]
190263/541/1.f:IDEEIE_16310 -            720 GH112.hmm            -            715         0 1132.4  16.9   1   1         0         0 1132.2  16.9     1   715     7   719     7   719 0.99 [190263/541/1]
190263/433/1.f:ADFNDI_10730 -            720 GH112.hmm            -            715         0 1132.1  17.4   1   1         0         0 1131.9  17.4     1   714     6   718     6   719 1.00 [190263/433/1]
190263/580/1.f:JCPJNN_17650 -            718 GH112.hmm            -            715         0 1131.5  12.1   1   1         0         0 1131.3  12.1     1   715     6   717     6   717 0.99 [190263/580/1]
190263/546/1.f:GEHMID_12330 -            718 GH112.hmm            -            715         0 1131.2  12.0   1   1         0         0 1131.0  12.0     1   715     6   717     6   717 0.99 [190263/546/1]
190263/472/1.f:NMGHJI_13920 -            718 GH112.hmm            -            715         0 1130.7  15.7   1   1         0         0 1130.5  15.7     1   714     4   716     4   717 1.00 [190263/472/1]
190263/443/1.f:LNLACP_10260 -            723 GH112.hmm            -            715         0 1127.3   2.2   1   1         0         0 1127.1   2.2     1   715     8   722     8   722 1.00 [190263/443/1]
190263/409/1.f:AJJCMD_00425 -            718 GH112.hmm            -            715         0 1126.1   5.8   1   1         0         0 1125.9   5.8     1   714     6   716     6   717 1.00 [190263/409/1]
190263/510/1.f:DELAEA_02435 -            746 GH112.hmm            -            715         0 1122.3   4.5   1   1         0         0 1121.9   4.5     1   714     6   743     6   744 0.99 [190263/510/1]
190263/380/1.f:GDCFAC_04225 -            728 GH112.hmm            -            715         0 1120.3   0.1   1   1         0         0 1120.2   0.1     1   715     8   721     8   721 1.00 [190263/380/1]
190263/384/1.f:CDKGIA_28890 -            771 GH112.hmm            -            715         0 1093.9   1.0   1   2   1.4e-53   1.3e-49  173.3   0.1     1   129     6   134     6   138 0.98 [190263/384/1]
190263/384/1.f:CDKGIA_28890 -            771 GH112.hmm            -            715         0 1093.9   1.0   2   2  2.4e-279  2.1e-275  919.6   0.1   125   715   175   770   165   770 0.98 [190263/384/1]
190263/547/1.f:KJCAKO_04490 -            714 GH112.hmm            -            715         0 1092.2  18.1   1   1         0         0 1092.0  18.1     1   715     5   713     5   713 0.99 [190263/547/1]
190263/468/1.f:DIOFOH_09920 -            715 GH112.hmm            -            715         0 1068.5  12.4   1   1         0         0 1068.3  12.4     1   714     6   713     6   714 0.99 [190263/468/1]
190263/580/1.f:JCPJNN_19055 -            724 GH112.hmm            -            715  3.1e-283  945.5   2.0   1   1  3.9e-287  3.5e-283  945.3   2.0     1   713     8   721     8   723 0.98 [190263/580/1]
190263/409/1.f:AJJCMD_22445 -            716 GH112.hmm            -            715  5.8e-271  904.9   0.0   1   1  7.3e-275  6.4e-271  904.8   0.0     1   710     6   711     6   716 0.98 [190263/409/1]
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /kb/module/work/tmp/output.1725388484971/GH112/GH112.hmm
# Target file:     /kb/module/work/tmp/output.1725388484971/hCom2_RAST.fasta
# Option settings: /kb/module/hmmer/bin/hmmsearch --domtblout /kb/module/work/tmp/output.1725388484971/GH112/GH112-hCom2_RAST.hitout.txt --noali --notextw --domE 1e-15 /kb/module/work/tmp/output.1725388484971/GH112/GH112.hmm /kb/module/work/tmp/output.1725388484971/hCom2_RAST.fasta 
# Current dir:     /kb/module/work/tmp/output.1725388484971
# Date:            Tue Sep  3 18:55:31 2024
# [ok]
